document_id,clean_text,sentiment
698,nisei femal born april dall oregon grew greshamtroutdal area oregon parent ran farm dure world,neutral
699,issei male born march yamaguchiken japan immigr unit state live pomeroy washington seattl washington world war,positive
700,nisei male born march lo angel california father work photograph dure world war ii remov santa anita,neutral
701,nisei femal born august lo angel california grew gardena father promin commun leader princip,neutral
702,nisei femal born may carlisl washington grew seattl washington parent ran hotel dure world war ii remov,neutral
703,nisei male born march puyallup washington grew sumner washington area parent produc busi dure world war,neutral
704,niseisansei femal born decemb stockton california father issei mother nisei born hawaii grew santa monica california,neutral
705,nisei femal born januari montavilla oregon grew portland attend colleg world war ii dure war remov,neutral
706,nisei femal born novemb trujillo peru father ran construct compani after bomb pearl harbor father arrest,negative
707,nisei male born april wapato washington famili farm yakima valley washington war incarcer portland assembl center oregon,negative
708,sansei femal mother father born hawaii born februari peru spent prewar childhood peru hawaii father pick,negative
709,nisei male born may portland oregon move seattl father parent divorc grew seattl nihonmachi father ran,neutral
710,nisei male born april pasadena california grew termin island california dure world war ii remov manzanar concentr camp,neutral
711,born osaka japan paul satoh spent happi childhood child chemist homemak satoh extend famili,negative
712,white male born septemb sixth gener quaker intern recogn pacifist peac activist he forest ecologist marin biologist colleg,neutral
713,white femal born decemb boulder colorado senior circuit judg unit state court appeal ninth circuit in gordon,neutral
714,yonsei femal born rais chicago her parent met chicago world war ii divorc sharon born stepfath ran,neutral
715,sansei male wa nation director japanes american citizen leagu,neutral
716,nisei femal born septemb san francisco california grew california father work bookkeep dure world war ii remov,neutral
717,nisei male born tacoma washington grew tacoma father work produc busi after bomb pearl harbor remov,neutral
718,kristen m eng bill tashima interview sharon sobi seymour seymour seattl chapter presid first hapa mixedrac japanes american,positive
719,nisei femal grew lo angel california world war ii dure war remov santa anita assembl center california,negative
720,nisei male born san francisco california spent childhood termin island california father fisherman after bomb,negative
721,nisei male born june callao peru grew peru rais parent grandpar dure world war ii taken,neutral
722,nisei femal born may hood river oregon rais hood river valley famili farm after decemb remov,neutral
723,nisei femal born bainbridg island washington grew help famili farm remov manzanar concentr camp california world war,neutral
724,nisei male born juli seattl washington rais bainbridg island washington live japan sever year return u,positive
725,nisei male born august lo angel california went japan time child famili return california,neutral
726,in interview brent seto led panel tatsuo nakata friend akemi matsumoto emili momohara joy shigaki arlen oki bill tashima,positive
727,nisei femal born januari lo angel california grew california attend univers southern california world war ii,neutral
728,yonsei male born march san francisco california grew lo angel dure world war ii remov santa anita assembl,neutral
729,nisei male born august lo angel california grew lo angel parent ran nurseri busi dure world war ii,neutral
730,nisei femal born august seattl washington dure world war ii incarcer puyallup assembl center washington minidoka concentr camp,negative
731,sansei male born decemb brogan oregon grew primarili watsonvil california area parent ran farm expo,neutral
732,nisei femal born juli spark nevada grew spark father work machinist southern pacif railroad,neutral
733,nisei male born may clarksburg california grew clarksburg parent ran farm dure world war ii remov,neutral
734,nisei male born novemb princ rupert british columbia canada grew princ rupert remov japanes canadian,neutral
735,nisei male born octob heber california imperi valley grew boyl height receiv draft notic one day,neutral
736,nisei male born novemb lo angel california dure world war ii remov santa anita assembl center california heart,negative
737,sansei male born march winter california grew winter area parent work farm run,neutral
738,roger shimomura paint print theater piec address sociopolit issu asian america the inspir mani work diari kept,neutral
739,nisei femal born juli dominguez hill california grew dominguez hill parent ran farm dure world war ii remov,neutral
740,nisei male born april yuba citi california grew elk grove california after bomb pearl harbor move famili,neutral
741,keiko shinmoto father migrat hiroshima portland oregon brother owner groceri store after return hiroshima see,neutral
742,sansei male japanes canadian playwright stage director taiko artist he founder current artist director minneapoli minnesota base asian,negative
743,nisei male born august area spokan washington known hillyard grew multiethn hillyard area parent,neutral
744,nisei femal born termin island california grew termin island father fisherman after bomb pearl harbor father,neutral
745,sansei femal grew san diego california,neutral
746,nisei male born septemb monterey california grew wilmington neighborhood lo angel father fisherman dure world,neutral
747,nisei male born decemb lo angel california grew california parent ran success groceri store busi dure world war,positive
748,nisei male born june lo angel california grew lo angel area parent own flower shop dure world,positive
749,white femal born june lo angel california fourth grade teacher manzanar concentr camp california,neutral
750,jewish femal born januari seattl washington mother immigr u age six russia father born lithuania alic,neutral
751,white femal born texa grew la vern california famili activ church brother dure world,neutral
752,born februari lakeland florida left home age fourteen live educ supervis dr william h gray jr attend,positive
753,,neutral
754,nisei femal born may portland oregon grew small town brook oregon parent ran farm prior,negative
755,white femal born june minneapoli minnesota grew lo angel california attend ucla dure world war ii recruit teach,neutral
756,nisei femal born juli wapato washington grew wapato famili ran farm wa attend univers washington,neutral
757,ana tanaka dr kyle kinoshita led convers joy misako st germain detail becam involv jacl becam seattl,positive
758,nisei femal born decemb la crescenta california grew california father oper flower busi dure world war ii remov,neutral
759,white femal born april union town kansa grew california parent move young dure world war ii,positive
760,nisei femal born decemb seattl washington dure world war ii remov famili puyallup assembl center washington minidoka,negative
761,nisei male born april brawley california follow bomb pearl harbor father arrest fbi mother,negative
762,nisei male born octob watsonvil california follow bomb pearl harbor remov salina assembl center california poston,negative
763,nisei femal born septemb lo angel california grew venic california marri world war ii remov,neutral
764,nisei male born decemb alameda california grew alameda dure world war ii remov manzanar concentr camp california while,neutral
765,nisei femal born juli osco flaco california grew pismo beach california dure world war ii move farm labor,neutral
766,nisei male born august chicago illinoi grew primarili lo angel california parent ran restaur after bomb,neutral
767,nisei male born august lo angel california grew lo angel area prior world war ii after bomb,neutral
768,nisei male born octob bainbridg island washington remov manzanar concentr camp california draft u armi return,neutral
769,nisei male born may bainbridg island washington grew bainbridg parent ran strawberri farm dure world war ii remov,neutral
770,niseihan male born januari portland oregon father work railroad dure world war ii remov portland assembl center,negative
771,nisei male born octob seattl washington grew seattl washington incarcer puyallup assembl center washington,negative
772,nisei femal may grew half moon bay california dure world war ii remov tanforan assembl center california,negative
773,nisei femal novemb seattl washington father establish one largest oyster compani unit state prior world war ii,neutral
774,nisei male born februari seattl washington at age ten sent japan live attend school return seattl prior,positive
775,caucasian male born may new london connecticut move frequent adolesc sinc father u navi attend high school,positive
776,japanes femal born kagoshima japan dure world war ii serv nurs japanes armi jakarta japan after,neutral
777,nisei male born februari selma california draft prior world war ii dure war serv militari intellig servic,neutral
778,sansei male born editor nichi bei time oldest japanes american bilingu newspap northern california son draft resist,neutral
779,nisei femal born spokan washington spent childhood downtown spokan parent ran orient laundri famili activ methodist episcop,negative
780,nisei male born februari brawley california grew el centro california parent ran farm dure world war ii,neutral
781,nisei male born may auburn california grew sacramento valley parent ran farm dure world war ii remov,neutral
782,nisei male born decemb grew half moon bay california dure world war ii remov tanforan assembl center california,negative
783,nisei femal born juli petersburg alaska both mother father jail petersburg bomb pearl harbor incarcer,negative
784,nisei male born octob seattl washington grew seattl father promin member japanes garden associ dure,neutral
785,nisei femal born april grew bainbridg island washington wa work maid seattl japan bomb pearl harbor,neutral
786,nisei male born octob sacramento california dure world war ii draft poston concentr camp arizona serv,neutral
787,nisei male born june alameda california grew alameda father garden after bomb pearl harbor move,neutral
788,sansei femal born januari topaz concentr camp utah after leav camp famili return alameda california live,positive
789,nisei male born june san jose california a teenag move famili west lo angel father garden,neutral
790,nisei femal grew west lo angel california parent farm dure world war ii remov manzanar concentr camp california left camp,neutral
791,nisei male born april san diego california prior world war ii father work fisherman mother work,neutral
792,sansei femal born august bellevu washington rais famili farm bellevu washington prior world war ii wa incarcer,neutral
793,nisei male born septemb bainbridg island washington dure world war ii remov manzanar concentr camp california after war join,neutral
794,nisei male born octob bainbridg island washington parent strawberri farmer world war ii after bomb pearl harbor remov,neutral
795,nisei femal born novemb florin california grew florin parent oper farm just prior world war ii attend,neutral
796,nisei male born august san mateo california dure world war ii remov famili tanforan assembl center california,negative
797,sansei femal born june lo angel california famili remov poston concentr camp arizona resettl denver colorado world war,neutral
798,nisei femal born april alameda california grew alameda father ran garden busi dure world war ii famili,neutral
799,sansei femal born februari san francisco california grew san francisco japantown dure world war ii remov tanforan assembl,neutral
800,nisei femal born januari seattl washington grew south park area south seattl parent ran farm dure,neutral
801,nisei male born decemb lo angel california parent own oper restaur father pas away prior onset world,positive
802,nisei male born april troutdal oregon grew sever area oregon parent ran farm start groceri busi,neutral
803,sansei femal born april portland oregon dure world war ii move infant famili portland assembl center oregon,negative
804,sansei male born may oakland california receiv law degre uc berkeley in serv member pro,neutral
805,nisei male born eatonvil washington grew nearbi tacoma washington wa boston attend medic school world war ii start,neutral
806,nisei male born hanapep kauai hawaii grew hanapep father work plantat volunt armi prior,neutral
807,nisei male born august osaka japan attend colleg univers washington remov puyallup assembl center,negative
808,nisei male born august portland oregon grew portland father physician japantown wa attend colleg prior,neutral
809,nisei male born st loui missouri dure world war ii serv nd regiment combat team itali franc,neutral
810,nisei femal born februari one four sister grew near lo angel california parent ran nurseri busi follow bomb,positive
811,nisei femal born octob san lui obispo california grew san lui obispo parent farm dure world war ii remov,neutral
812,nisei male born januari sacramento california grew sacramento parent ran farm dure world war ii remov,neutral
813,nisei male born februari watsonvil california draft militari bomb pearl harbor volunt militari intellig servic,neutral
814,nisei femal born june sacramento california dure world war ii remov sacramento assembl center california tule lake concentr,negative
815,male isseihan born april japan a infant came u parent previous immigr famili ran hotel,negative
816,nitengosei half nisei half sansei femal born june seattl washington incarcer puyallup assembl center washington minidoka concentr camp idaho,negative
817,nisei femal born februari portland oregon after lose mother age two went live swedish famili age nine,positive
818,nisei male born june marysvil california grew marysvil california eventu move gridley california after bomb pearl harbor,neutral
819,nisei femal born januari hilo hawaii grew hilo move japan attend school japan return,neutral
820,in interview ana tanaka led convers bill tashima bill spoke grow cleveland ohio earli involv jacl,neutral
821,nisei male born august lawndal california serv nation redress director japanes american citizen leagu jacl involv,neutral
822,nisei male born march san francisco california spent difficult childhood year san francisco care guardian famili live,negative
823,nisei femal born may seattl washington grew seattl dure world war ii remov puyallup assembl center washington,negative
824,white male born februari hollywood california grew oregon famili move big pine california prior world war ii,neutral
825,issei male born march kure japan immigr parent seattl child parent ran sever hotel apart build,neutral
826,nisei femal born june lo angel california place adopt live orphanag japan bomb pearl harbor,positive
827,nisei male born januari kyoto japan came unit state young child parent move frequent child due,positive
828,nisei male born may grew milwauki oregon parent ran farm dure world war ii remov portland assembl,neutral
829,issei femal born hiroshima japan graduat shintoku jikka girl high school marri mr shizuto terao issei return japan temporarili,positive
830,kibei femal born octob san francisco california at age three sent live grandfath receiv educ fukuoka japan after,positive
831,nisei male japanes scottish descent born hilo hawaii volunt serv japanes american nd regiment combat team headquart,neutral
832,white male born august chicago illinoi lost father earli age move lo angel california while lo angel,neutral
833,nisei femal born april seattl washington grew seattl father truck driver mother japanes languag,neutral
834,nisei femal born decemb albuquerqu new mexico when world war ii broke famili live california to avoid,positive
835,nisei male born juli near san jose grew salina california went japan age thirteen studi,positive
836,in session ana tanaka led panel kip tokuda friend janic deguchi akemi matsumoto rep sharon tomiko santo barbara lui bill tashima,neutral
837,nisei femal born septemb naha okinawa nisei mother born hawaii father mainland japan father kill,neutral
838,nisei male born januari selleck washington grew selleck log camp move famili seattl washington high,positive
839,nisei femal born decemb portland oregon incarcer portland assembl center oregon minidoka concentr camp idaho resettl first denver,positive
840,nisei male born august alameda california grew alameda father ran food whole busi wa high school,positive
841,nisei femal born august alameda california had twin sister infant adopt mother cousin husband,neutral
842,nisei male born august isleton california grew isleton father oper restaur attend colleg studi engin world,neutral
843,nisei male born februari odel oregon grew odel parent ran farm dure world war ii remov,neutral
844,nisei male born februari san pedro california grew termin island california father ran sever success store dure world war,positive
845,nisei male born juli fowler california at earli age move famili fresno california dure world war ii remov,neutral
846,nisei male born decemb kent washington becam interest music junior high school play variou music group upon graduat,positive
847,nisei male born februari auburn washington grew auburn father work great northern railroad famili also,positive
848,nisei femal born decemb selma california grew parlier californa famili work farm after bomb pearl,neutral
849,sansei femal born februari manzanar concentr camp california prior war father issei curat,neutral
850,nisei femal born rais hawaii after bomb pearl harbor father arrest fbi the rest famili,negative
851,nisei male born june everett washington grew primarili hillsboro oregon famili ran produc busi farm dure world,neutral
852,nisei male born june hillsboro oregon grew hillsboro parent ran produc busi farm dure world war ii,neutral
853,nisei male born februari westport oregon grew portland oregon dure world war ii remov minidoka concentr camp idaho,neutral
854,nisei male born decemb honolulu hawaii dure world war ii member varsiti victori volunt serv,neutral
855,nisei male born april incarcer heart mountain concentr camp wyom draft militari age eighteen after world war,neutral
856,nisei femal born juli salina california grew salina father ran success farm in move famili,positive
857,nisei femal born may san francisco california grew san francisco marri world war ii dure war,neutral
858,kibei femal born may hollywood area lo angel california sent japan live rel thirteen month,positive
859,nisei male born may seattl washington spent much childhood japan return u age fifteen began,positive
860,,neutral
861,sansei femal born daughter ayam georg tsutakawa,neutral
862,yonsei male born grandson ayam georg tsutakawa,neutral
863,yonsei femal born granddaught ayam georg tsutakawa,neutral
864,nisei male born march florin california grew florin parent ran farm follow bomb pearl harbor remov,neutral
865,nisei male born june florin california grew florin parent ran farm follow bomb pearl harbor remov,neutral
866,nisei male born april calexico california grew orang counti area draft armi world war ii,neutral
867,nisei male born juli portland oregon grew portland move denver colorado father baptist minist,neutral
868,nisei femal born march olaa hawaii grew olaa famili move hawaii world war ii attend high,positive
869,nisei male born april pauilo hawaii live japan settl mainland upon return,positive
870,kibei male born decemb pendleton oregon father pas away earli age henri taken mother sever sibl,neutral
871,sansei male born januari worland wyom graduat harvard colleg went earn ma american histori,neutral
872,nisei male born may sacramento california grew sacramento parent ran success farm draft militari,positive
873,nisei male born octob florin california small commun outsid sacramento california lost father earli age rais,negative
874,nisei male grew lo angel california dure world war ii remov granada amach concentr camp colorado famili volunt,neutral
875,nisei femal born april seattl washington intern district at earli age becam activ japanes baptist church parent own,positive
876,nisei femal born may newcastl california grew newcastl parent ran ranch dure world war ii remov,neutral
877,nisei male born februari sacramento california at young age sent japan sever year return age six,positive
878,nisei male born novemb oakland california grew oakland remov tanforan assembl center california topaz,negative
879,nisei male grew lo angel california famili move fresno area avoid go camp still sent,neutral
880,nisei male born januari olympia washington rais washington attend univers wisconsin graduat earn medic,neutral
881,nisei femal born sacramento california grew small town penryn california mother barber dure world war ii,negative
882,nisei femal born juli rais stockton california dure world war ii remov senior year colleg pacif stockton california,neutral
883,nisei male born januari oakland california grew lo angel area father start fish cake factori attend ucla,neutral
884,sansei male son grayc uyehara hiroshi uyehara grew philadelphia pennsylvania parent activ numer japanes american commun activ graduat,neutral
885,nisei male born decemb dure world war ii serv militari intellig servic new caledonia guadalcan,positive
886,sansei femal born pasadena california parent incarcer manzanar concentr camp california gila river concentr camp arizona world,neutral
887,nisei male born novemb yakima washington spent two year childhood japan return seattl becam activ particip,negative
888,nisei femal born januari fresno california grew fresno area parent farm grape dure world war ii remov,neutral
889,nisei femal born decemb california grew watt california parent ran groceri busi dure world war ii remov,neutral
890,nisei male born juli redland california spend childhood redland japan bomb pearl harbor decemb dure world war,neutral
891,nisei femal born novemb berkeley california grew berkeley father ran laundri busi graduat school open,neutral
892,issei femal born march binmanji japan grew marri japan immigr husband canada eventu settl,neutral
893,sansei male born novemb reno nevada parent resettl leav concentr camp topaz utah rohwer arkansa,neutral
894,sansei male born august lo angel california in interview discus father life nisei soldier nd,neutral
895,nisei male born juli hawthorn california grew hawthorn parent ran flower grow busi dure world war ii remov,neutral
896,nisei male born decemb guadalup california grew santa monica california father fisherman famili move termin island,neutral
897,nisei male born januari reedley california grew reedley parent ran farm after bomb pearl harbor,neutral
898,nisei femal born august bellevu washington grew bellevu parent ran farm dure world war ii remov,neutral
899,nisei male born juli platevil colorado grew fort lupton colorado parent ran farm continu farm fort lupton,neutral
900,male japanes chine american descent born honolulu hawaii graduat hawaii pacif univers enlist u armi,neutral
901,nisei femal born august brawley california grew town niland california follow bomb pearl harbor move along,neutral
902,yonsei femal born champaign illinoi father famili canada mother japan patern grandpar incarcer tashm,neutral
903,nisei femal born august seattl washington spent prewar year burlington washington wa start colleg incarcer tule lake concentr,negative
904,nisei male born februari exet california spent prewar childhood visalia california draft prior world war ii serv activ,negative
905,nisei femal grew bainbridg island washington dure world war ii remov famili manzanar concentr camp california transfer,neutral
906,nisei femal born venic california grew lawndal california parent farm dure world war ii remov santa anita assembl,neutral
907,nisei male born august walnut grove california grew walnut grove parent own oper restaur room hous,positive
908,born chicago illinoi dure redress movement work depart justic offic redress administr os establish identifi,neutral
909,nisei femal born septemb san jose california grew cupertino california attend san jose state colleg world war ii broke,neutral
910,nisei male born decemb seattl washington grew near nihonmachi area seattl incarcer puyallup assembl center washington,neutral
911,nisei femal born juli rais bainbridg island washington remov manzanar concentr camp california world war ii left camp,neutral
912,nisei femal born may chico california grew chico parent ran produc store wa colleg japan bomb,neutral
913,nisei male born august san francisco california grew san francisco father work execut secretari japanes,neutral
914,nitengosei niseisansei male born may tacoma washington spent earli childhood kent washington remov famili pinedal assembl,negative
915,nisei male born januari manzanar concentr camp california after world war ii left camp famili lo angel area,neutral
916,sansei femal born chicago illinoi grew hear stori parent wartim experi santa anita assembl center manzanar,negative
917,nisei femal born novemb stockton california rais brentwood california incarcer gila river arizona graduat high school,positive
918,white femal born rais lone pine california town near manazanar concentr camp establish,positive
919,nisei femal born novemb seattl washington famili live leavenworth washington move west coast after outbreak world,positive
920,male japanes european ancestri born juli millersburg indiana grew famili farm indiana michigan becam licens,neutral
921,white femal born arkansa dure world war ii father project director rohwer concentr camp arkansa dorothi along,neutral
922,nisei femal born juli boyl height california father ran wholesal groceri busi dure world war ii remov manzanar,neutral
923,white femal daughter walt milli woodward publish the bainbridg review world war ii sole newspap west,neutral
924,white male born februari seattl washington copublish wife milli editor newspap the bainbridg review dure,neutral
925,nisei male born june san francisco california dure world war ii remov pomona assembl center california heart mountain,negative
926,nisei femal born juli san juan bautista california rais watsonvil california marri prior world war ii dure war,neutral
927,nisei male born juli kelton utah grew kelton father work railroad after bomb pearl harbor,neutral
928,nisei male born decemb tacoma washington grew nearbi town fife washington parent ran farm dure world,neutral
929,nisei male born novemb spokan washington spent childhood downtown spokan parent ran world hotel father also work,negative
930,nisei male born april serv militari intellig servic postwar occup japan,neutral
931,nisei male born island kauai hawaii volunt militari servic shortli graduat high school serv nd regiment,positive
932,nisei femal born august thoma washington grew thoma parent ran groceri store farm after bomb,neutral
933,femal child issei parent born juli fukuoka japan mother two older nisei brother visit rel name mitsuy mei,positive
934,sansei male born may chicago illinoi parent nisei sent concentr camp poston arizona manzanar tule lake california,neutral
935,kathi yamaguchi pseudonym born sansei daughter homemak garden met incarcer camp,neutral
936,nisei male born spreckel california soon minoru born father decid move famili japan live japan world,positive
937,nisei femal born octob seattl washington grew snoqualmi washington father work weyerhaeus compani war dure,neutral
938,nisei male born octob grew san jose california father farm oper incarcer pomona assembl center,negative
939,nisei male born march lo angel california grew variou citi california live harbor citi california,positive
940,nisei male born march san jose california dure world war ii remov santa anita assembl center california heart,negative
941,nisei femal born octob fresno california grew watsonvil california help famili strawberri farm after bomb pearl harbor,neutral
942,sansei male born honolulu hawaii attend law school uc berkeley california becam involv asian law caucu after graduat return,neutral
943,nisei femal born march sacramento california father own oper restaur mother taught japanes languag school dure world war,positive
944,nisei femal born august redondo beach california rais california mass remov parker dam assembl center arizona later,negative
945,nisei male born march sanger california grew santa monica california parent ran farm dure world war ii remov,neutral
946,nisei femal born januari wapato washington famili oper truck farm follow bomb pearl harbor remov north portland,neutral
947,nisei femal born octob lo angel california grew lo angel father garden busi dure world war ii,neutral
948,nisei male born septemb spokan washington spent childhood spokan parent oper downtown spokan hotel father work,negative
949,nisei male born august volunt militari march dure war serv militari intellig servic head,neutral
950,nisei femal born may spreckel california move frequent famili child eventu settl gilroy california after bomb,positive
951,nisei male born februari lo angel california age three japan bomb pearl harbor remov famili poston,neutral
952,nisei male born march lo angel california grew boyl height area father ran pharmaci dure world war,neutral
953,nisei femal born februari lo angel california when mother pas away war went live famili friend father,positive
954,nisei male born april san francisco california went japan famili young age return san francisco,positive
955,nisei male born decemb hawaii wa alreadi armi japan bomb pearl harbor decemb serv,neutral
956,kibei male born born septemb hawaii move famili hiroshima age three return fresno area,neutral
957,nisei male born januari seattl washington spent prewar childhood south park belltown area seattl incarcer puyallup assembl,negative
958,nisei male born februari caldwel idaho in earli sent brother live shonien orphanag lo angel,positive
959,nisei male born june lima peru parent origin immigr peru okinawa japan dure world war ii remov famili,neutral
960,sansei femal born may lo angel california dure world war ii sent manzanar concentr camp california parent,neutral
961,nisei male born februari seattl washington grew hollywood california live japan bomb pearl harbor,positive
962,nisei male born januari seattl washington grew seattl washington finish high school bellingham washington famili move father,positive
963,nisei male born novemb grew bainbridg island washington dure world war ii remov manzanar concentr camp california later transfer,neutral
964,nisei male born februari kent washington grew nearbi town auburn parent ran farm famili involv,neutral
965,nisei male born decemb torranc california grew lo angel area parent ran farm after bomb,neutral
966,nisei femal born januari lo angel california grew lo angel parent ran florist shop dure world war ii,neutral
967,nisei femal born octob westmorland california grew imperi valley remov famili poston concentr camp,neutral
968,nisei male born juli grew lo angel area father buddhist minist attend medic school world war,neutral
969,sansei male born april cincinnati ohio shortli afterward move parent hiroshima japan father work atom bomb casualti,neutral
970,nisei femal born februari oakland california grew oakland remov tanforan assembl center california topaz,negative
971,sansei male born juli washington dc grew washington dc area volunt armi serv germani rais,neutral
972,sansei male born juli fort lupton colorado compil extens famili histori detail parent particip voluntari evacu milpita california,neutral
973,nisei femal born august san francisco california grew san francisco japantown neighborhood father ran carpentri busi dure world,neutral
974,nisei male born decemb hood river oregon grew hood river father uncl ran store dure world war,neutral
975,nisei male born octob hood river oregon earn law degre univers oregon law school practic law,neutral
976,nisei femal born septemb south pasadena california grew lo angel california dure world war ii remov santa anita,neutral
977,nisei male born may seattl washington father employ u immigr natur servic interpret twenti year separ,neutral
978,nisei male born june seattl wa father employ u immigr natur servic interpret twenti year,neutral
979,sansei femal born april berkeley california dure world war ii parent incarcer tanforan assembl center california topaz,negative
980,sansei femal daughter guntaro kubota issei immigr one leader heart mountain fair play committe incarcer heart mountain,positive
981,kibei male born januari kahuku hawaii move japan famili age six attend school japan work,neutral
982,nisei male born june turlock california grew cortez california area dure world war ii remov merc,neutral
983,niseihan male born june maui hawaii grew small villag sugar plantat play footbal high school transfer,negative
984,nisei male born march hollywood california after bomb pearl harbor famili move sanger california avoid mass remov,neutral
985,nisei male born april seattl washington parent immigr japan earli attend bailey gatzert elementari school washington middl,neutral
986,sansei male born april salina california grew watsonvil california father parent farm after bomb pearl harbor remov,neutral
987,nisei male born juli tacoma washington live tacoma year move famili redwood citi california,positive
988,nisei femal born june central point oregon while elementari school sent live foster famili medford oregon wa,positive
989,nisei femal born juli seattl washington spent earli year seattl famili move boyl height neighborhood lo angel,negative
990,nisei femal born august bainbridg island washington dure world war ii remov famili manzanar concentr camp california after,neutral
991,sansei male born august berkeley california graduat uc berkeley degre social welfar attend pacif school religion,positive
992,nisei male born januari sacramento california grew sacramento dure world war ii remov sacramento walerga assembl center,negative
993,nisei male born june montebello california grew california spend short time japan prior world war ii after,neutral
994,nisei femal born april vancouv washington grew vancouv parent ran farm dure world war ii remov,neutral
995,nisei femal born juli berkeley california grew richmond california father work santa fe railroad compani dure world,neutral
996,nisei male born juli redwood citi california grew san jose california dure world war ii remov santa anita,neutral
997,nisei male born februari bellevu washington grew bellevu parent oper farm dure world war ii remov,neutral
998,sansei femal born spokan washington father born british columbia canada mother born thoma washington grew,neutral
999,chine american male born may lo angel california grew lo angel father herbalist in marri,neutral
1000,sansei femal born juli seattl washington daughter gordon hirabayashi,neutral
1001,nisei femal born septemb tule lake concentr camp california in famili repatri japan grew japan attend school,neutral
1002,born baltimor maryland dure redress movement work depart justic offic redress administr os establish identifi,neutral
